timestamp,packet_id,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,battery
1760218097.6065214,0,-189.28628571428573,82.7777142857143,-152.7054065934066,0.0,-124.29770992366412,26.435114503816795,-187.1559633027523,-1103.2110091743118,0.3669724770642202,0.0
1760218097.70858,1,-202.20817582417584,75.41841758241759,-149.02575824175824,0.0,-119.41221374045801,28.389312977099237,-210.64220183486236,-1103.2110091743118,0.3669724770642202,0.0
1760218097.8096087,2,-198.49259340659341,71.73876923076924,-154.54523076923078,0.0,-114.52671755725191,30.34351145038168,-210.64220183486236,-1103.2110091743118,0.3669724770642202,0.0
1760218097.9105482,3,-196.56652747252747,82.7777142857143,-139.82663736263737,0.0,-109.6412213740458,26.435114503816795,-210.64220183486236,-1126.697247706422,0.3669724770642202,0.0
1760218098.0114064,4,-200.38991208791208,62.53964835164836,-154.54523076923078,0.0,-104.7557251908397,24.480916030534353,-163.6697247706422,-1103.2110091743118,0.3669724770642202,0.0
1760218098.1121454,5,-192.9587472527473,71.73876923076924,-139.82663736263737,0.0,-99.87022900763358,26.435114503816795,-163.6697247706422,-1103.2110091743118,0.3669724770642202,0.0
1760218098.2129598,6,-198.4422857142857,77.25824175824177,-141.66646153846156,0.0,-94.98473282442748,28.389312977099237,-187.1559633027523,-1079.7247706422017,0.3669724770642202,0.0
1760218098.3137417,7,-196.71745054945055,79.09806593406594,-152.7054065934066,0.0,-90.09923664122137,28.389312977099237,-234.12844036697246,-1079.7247706422017,0.3669724770642202,0.0
1760218098.4145696,8,-198.56446153846153,69.89894505494506,-147.18593406593408,0.0,-85.21374045801527,30.34351145038168,-210.64220183486236,-1056.2385321100917,0.3669724770642202,0.0
1760218098.5154057,9,-198.55727472527474,66.2192967032967,-145.34610989010991,0.0,-80.32824427480917,28.389312977099237,-187.1559633027523,-1103.2110091743118,0.3669724770642202,0.0
1760218098.6161876,10,-196.59527472527472,69.89894505494506,-137.98681318681318,0.0,-75.44274809160305,28.389312977099237,-210.64220183486236,-1032.7522935779816,0.3669724770642202,0.0
1760218098.7170458,11,-194.85606593406595,75.41841758241759,-147.18593406593408,0.0,-70.55725190839695,28.389312977099237,-210.64220183486236,-1103.2110091743118,0.3669724770642202,0.0
1760218098.8178344,12,-196.61683516483518,75.41841758241759,-137.98681318681318,0.0,-65.67175572519083,28.389312977099237,-140.1834862385321,-1103.2110091743118,0.3669724770642202,0.0
1760218098.918724,13,-194.89200000000002,77.25824175824177,-149.02575824175824,0.0,-60.786259541984734,26.435114503816795,-187.1559633027523,-1056.2385321100917,0.3669724770642202,0.0
1760218099.0195978,14,-207.67734065934067,69.89894505494506,-150.86558241758243,0.0,-55.900763358778626,28.389312977099237,-187.1559633027523,-1150.1834862385322,0.3669724770642202,0.0
