timestamp,packet_id,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,battery
1760275702.8386757,0,167.6324175824176,-23.91771428571429,226.29837362637363,0.0,208.93129770992365,14.366412213740459,24.220183486238533,-1150.091743119266,0.3669724770642202,0.0
1760275702.9405782,1,169.42193406593407,-36.79648351648352,224.45854945054947,0.0,213.81679389312978,16.3206106870229,47.706422018348626,-1126.605504587156,0.3669724770642202,0.0
1760275703.0414348,2,167.6396043956044,-12.878769230769231,224.45854945054947,0.0,218.70229007633588,14.366412213740459,24.220183486238533,-1079.633027522936,0.3669724770642202,0.0
1760275703.1423693,3,165.8285274725275,-11.038945054945055,229.97802197802199,0.0,223.58778625954199,18.27480916030534,24.220183486238533,-1150.091743119266,0.3669724770642202,0.0
1760275703.2432833,4,176.7884175824176,-20.238065934065936,226.29837362637363,0.0,228.4732824427481,18.27480916030534,71.19266055045873,-1126.605504587156,0.3669724770642202,0.0
1760275703.3440619,5,163.9312087912088,-27.59736263736264,228.1381978021978,0.0,233.3587786259542,18.27480916030534,47.706422018348626,-1103.119266055046,0.3669724770642202,0.0
1760275703.4448318,6,176.889032967033,-25.757538461538463,-233.65767032967034,0.0,238.24427480916032,20.229007633587788,24.220183486238533,-1150.091743119266,0.3669724770642202,0.0
1760275703.5456457,7,162.13450549450553,-22.07789010989011,218.93907692307693,0.0,243.12977099236642,14.366412213740459,71.19266055045873,-1150.091743119266,0.3669724770642202,0.0
1760275703.6464593,8,163.84496703296705,-29.437186813186816,217.09925274725276,0.0,248.01526717557252,16.3206106870229,71.19266055045873,-1126.605504587156,0.3669724770642202,0.0
1760275703.7472532,9,176.82435164835167,-27.59736263736264,224.45854945054947,0.0,-247.3740458015267,16.3206106870229,47.706422018348626,-1079.633027522936,0.3669724770642202,0.0
1760275703.8479884,10,169.40037362637364,-38.636307692307696,228.1381978021978,0.0,-242.4885496183206,16.3206106870229,24.220183486238533,-1103.119266055046,0.3669724770642202,0.0
1760275703.9488916,11,164.00307692307695,-31.277010989010993,226.29837362637363,0.0,-237.6030534351145,20.229007633587788,71.19266055045873,-1056.1467889908258,0.3669724770642202,0.0
1760275704.049774,12,162.2351208791209,-33.116835164835166,231.81784615384618,0.0,-232.7175572519084,20.229007633587788,94.67889908256882,-1126.605504587156,0.3669724770642202,0.0
1760275704.150538,13,152.90663736263735,-25.757538461538463,220.77890109890112,0.0,-227.8320610687023,18.27480916030534,0.7339449541284404,-1103.119266055046,0.3669724770642202,0.0
1760275704.2514033,14,160.30186813186813,-29.437186813186816,222.6187252747253,0.0,-222.94656488549617,18.27480916030534,47.706422018348626,-1103.119266055046,0.3669724770642202,0.0
1760275704.3522508,15,182.31507692307696,-16.558417582417583,218.93907692307693,0.0,-218.06106870229007,14.366412213740459,-22.752293577981654,-1126.697247706422,0.3669724770642202,0.0
1760275704.4530554,16,167.6324175824176,-25.757538461538463,228.1381978021978,0.0,-213.17557251908397,16.3206106870229,24.220183486238533,-1173.5779816513761,0.3669724770642202,0.0
1760275704.5539496,17,173.15189010989013,-33.116835164835166,220.77890109890112,0.0,-208.29007633587787,16.3206106870229,47.706422018348626,-1126.605504587156,0.3669724770642202,0.0
1760275704.6547313,18,165.77103296703297,-27.59736263736264,229.97802197802199,0.0,-203.40458015267177,16.3206106870229,24.220183486238533,-1150.091743119266,0.3669724770642202,0.0
1760275704.7554884,19,0.0071868131868131875,165.8357142857143,-31.277010989010993,246.2290076335878,0.0,-198.51908396946564,196.14678899082568,47.706422018348626,-1150.091743119266,0.0
1760275704.8562946,20,-0.46714285714285714,1.6960879120879122,163.9743296703297,-21.49618320610687,232.54961832061068,0.0,-2327.1559633027523,196.14678899082568,47.706422018348626,0.0
1760275704.9571135,21,-0.5605714285714286,1.6960879120879122,165.7279120879121,-41.038167938931295,236.45801526717557,0.0,-2268.440366972477,219.63302752293578,24.220183486238533,0.0
1760275705.0579321,22,-0.6324395604395605,1.7535824175824177,173.09439560439563,-31.267175572519083,238.41221374045801,0.0,-2209.7247706422017,243.11926605504587,47.706422018348626,0.0
1760275705.1588042,23,-0.5174505494505495,1.6457802197802198,171.2976923076923,-25.404580152671755,232.54961832061068,0.0,-2151.0091743119265,243.11926605504587,24.220183486238533,0.0
1760275705.2596762,24,-0.4527692307692308,1.7535824175824177,184.29145054945056,-37.12977099236641,242.3206106870229,0.0,-2092.293577981651,196.14678899082568,24.220183486238533,0.0
