timestamp,packet_id,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,battery,temperature
1760476678.3190303,0,1.446533203125,0.1243896484375,0.12469482421875,9.435114503816793,-158.29007633587787,-13.687022900763358,822.0183486238533,-40.642201834862384,4.220183486238533,,
1760476678.3407495,0,1.4466552734375,0.12445068359375,0.1246337890625,9.427480916030534,-170.01526717557252,-31.27480916030534,516.6972477064221,-40.825688073394495,4.220183486238533,,
1760476678.3513644,0,1.44683837890625,0.1243896484375,0.124755859375,9.412213740458014,-164.15267175572518,-31.27480916030534,751.559633027523,-41.10091743119266,4.495412844036697,,
1760476678.3726418,0,1.44696044921875,0.12432861328125,0.12469482421875,9.435114503816793,-134.83969465648855,-29.3206106870229,540.1834862385322,-40.825688073394495,4.495412844036697,,
1760476678.404307,0,1.4471435546875,0.12451171875,0.125,9.427480916030534,-128.9770992366412,-31.27480916030534,422.7522935779817,-41.559633027522935,4.4036697247706424,,
1760476678.4150147,0,1.447265625,0.1243896484375,0.124755859375,9.427480916030534,-132.8854961832061,-37.13740458015267,634.1284403669725,-40.550458715596335,3.9449541284403673,,
1760476678.4363415,0,1.44744873046875,0.12445068359375,0.1246337890625,9.419847328244275,-121.16030534351145,-35.18320610687023,422.7522935779817,-41.00917431192661,4.770642201834862,,
1760476678.4471135,0,1.44757080078125,0.12445068359375,0.124755859375,9.412213740458014,-148.51908396946564,-39.091603053435115,822.0183486238533,-41.10091743119266,4.220183486238533,,
1760476678.46833,0,1.44775390625,0.12432861328125,0.1246337890625,9.427480916030534,-168.06106870229007,-35.18320610687023,516.6972477064221,-41.00917431192661,4.3119266055045875,,
1760476678.4997663,0,1.4478759765625,0.12451171875,0.124755859375,9.412213740458014,-148.51908396946564,-35.18320610687023,751.559633027523,-41.467889908256886,4.4036697247706424,,
1760476678.5102975,0,1.44805908203125,0.12451171875,0.12481689453125,9.435114503816793,-144.61068702290078,-15.641221374045802,798.5321100917431,-40.825688073394495,4.4036697247706424,,
1760476678.5313087,0,1.44818115234375,0.1243896484375,0.12469482421875,9.427480916030534,-170.01526717557252,-33.229007633587784,681.1009174311927,-41.19266055045871,3.761467889908257,,
1760476678.563074,0,1.4483642578125,0.12451171875,0.12469482421875,9.427480916030534,-144.61068702290078,-44.954198473282446,798.5321100917431,-41.10091743119266,3.486238532110092,,
1760476678.5737944,0,1.448486328125,0.12451171875,0.124755859375,9.427480916030534,-160.24427480916032,-5.870229007633588,775.045871559633,-41.10091743119266,4.220183486238533,,
1760476678.594964,0,1.44866943359375,0.1243896484375,0.124755859375,9.435114503816793,-121.16030534351145,-60.587786259541986,587.1559633027523,-41.37614678899082,4.954128440366973,,
1760476678.6268284,0,1.44879150390625,0.1243896484375,0.12469482421875,9.435114503816793,-117.25190839694656,-15.641221374045802,234.86238532110093,-41.8348623853211,4.587155963302752,,
1760476678.6375878,0,1.448974609375,0.12432861328125,0.12457275390625,9.427480916030534,-134.83969465648855,-39.091603053435115,328.8073394495413,-41.19266055045871,4.220183486238533,,
1760476678.6590195,0,1.4490966796875,0.1243896484375,0.12469482421875,9.442748091603054,-164.15267175572518,-46.908396946564885,728.0733944954129,-40.825688073394495,4.220183486238533,,
